Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US132519703001,132519703001,"Block Group 1, Census Tract 9703, Screven County, Georgia",57989,7352
1500000US132519703002,132519703002,"Block Group 2, Census Tract 9703, Screven County, Georgia",48125,25039
1500000US132519703003,132519703003,"Block Group 3, Census Tract 9703, Screven County, Georgia",27000,14972
1500000US132519704001,132519704001,"Block Group 1, Census Tract 9704, Screven County, Georgia",31818,9596
1500000US132519704002,132519704002,"Block Group 2, Census Tract 9704, Screven County, Georgia",28311,10635
1500000US132519704003,132519704003,"Block Group 3, Census Tract 9704, Screven County, Georgia",32500,10371
1500000US132519704004,132519704004,"Block Group 4, Census Tract 9704, Screven County, Georgia",34643,4968
1500000US132519705001,132519705001,"Block Group 1, Census Tract 9705, Screven County, Georgia",36000,5835
1500000US132519705002,132519705002,"Block Group 2, Census Tract 9705, Screven County, Georgia",26339,14440
1500000US132519706001,132519706001,"Block Group 1, Census Tract 9706, Screven County, Georgia",37159,16687
1500000US132519706002,132519706002,"Block Group 2, Census Tract 9706, Screven County, Georgia",30147,4817
1500000US132532001001,132532001001,"Block Group 1, Census Tract 2001, Seminole County, Georgia",35927,5701
1500000US132532001002,132532001002,"Block Group 2, Census Tract 2001, Seminole County, Georgia",46250,9017
1500000US132532001003,132532001003,"Block Group 3, Census Tract 2001, Seminole County, Georgia",35000,9571
1500000US132532002001,132532002001,"Block Group 1, Census Tract 2002, Seminole County, Georgia",39250,17502
1500000US132532002002,132532002002,"Block Group 2, Census Tract 2002, Seminole County, Georgia",31587,4582
1500000US132532002003,132532002003,"Block Group 3, Census Tract 2002, Seminole County, Georgia",37083,10920
1500000US132532003001,132532003001,"Block Group 1, Census Tract 2003, Seminole County, Georgia",52361,28102
1500000US132532003002,132532003002,"Block Group 2, Census Tract 2003, Seminole County, Georgia",27917,12536
1500000US132532003003,132532003003,"Block Group 3, Census Tract 2003, Seminole County, Georgia",25317,3123
1500000US132551601001,132551601001,"Block Group 1, Census Tract 1601, Spalding County, Georgia",61923,6506
1500000US132551601002,132551601002,"Block Group 2, Census Tract 1601, Spalding County, Georgia",45000,28118
1500000US132551601003,132551601003,"Block Group 3, Census Tract 1601, Spalding County, Georgia",30000,18851
1500000US132551602001,132551602001,"Block Group 1, Census Tract 1602, Spalding County, Georgia",51875,6209
1500000US132551602002,132551602002,"Block Group 2, Census Tract 1602, Spalding County, Georgia",46490,9801
1500000US132551602003,132551602003,"Block Group 3, Census Tract 1602, Spalding County, Georgia",59515,5627
1500000US132551603001,132551603001,"Block Group 1, Census Tract 1603, Spalding County, Georgia",29327,15951
1500000US132551603002,132551603002,"Block Group 2, Census Tract 1603, Spalding County, Georgia",15556,5371
1500000US132551604001,132551604001,"Block Group 1, Census Tract 1604, Spalding County, Georgia",27847,14302
1500000US132551604002,132551604002,"Block Group 2, Census Tract 1604, Spalding County, Georgia",34904,28808
1500000US132551604003,132551604003,"Block Group 3, Census Tract 1604, Spalding County, Georgia",20139,6564
1500000US132551604004,132551604004,"Block Group 4, Census Tract 1604, Spalding County, Georgia",25944,18684
1500000US132551604005,132551604005,"Block Group 5, Census Tract 1604, Spalding County, Georgia",19668,2601
1500000US132551605001,132551605001,"Block Group 1, Census Tract 1605, Spalding County, Georgia",35000,6608
1500000US132551605002,132551605002,"Block Group 2, Census Tract 1605, Spalding County, Georgia",33399,5404
1500000US132551606001,132551606001,"Block Group 1, Census Tract 1606, Spalding County, Georgia",58942,9565
1500000US132551606002,132551606002,"Block Group 2, Census Tract 1606, Spalding County, Georgia",47604,8327
1500000US132551607001,132551607001,"Block Group 1, Census Tract 1607, Spalding County, Georgia",32832,10928
1500000US132551607002,132551607002,"Block Group 2, Census Tract 1607, Spalding County, Georgia",14558,3034
1500000US132551607003,132551607003,"Block Group 3, Census Tract 1607, Spalding County, Georgia",41281,2229
1500000US132551608001,132551608001,"Block Group 1, Census Tract 1608, Spalding County, Georgia",26563,9906
1500000US132551608002,132551608002,"Block Group 2, Census Tract 1608, Spalding County, Georgia",14417,3316
1500000US132551608003,132551608003,"Block Group 3, Census Tract 1608, Spalding County, Georgia",27857,11372
1500000US132551609001,132551609001,"Block Group 1, Census Tract 1609, Spalding County, Georgia",33750,2587
1500000US132551609002,132551609002,"Block Group 2, Census Tract 1609, Spalding County, Georgia",39444,2990
1500000US132551609003,132551609003,"Block Group 3, Census Tract 1609, Spalding County, Georgia",19844,14013
1500000US132551610001,132551610001,"Block Group 1, Census Tract 1610, Spalding County, Georgia",41159,6670
1500000US132551610002,132551610002,"Block Group 2, Census Tract 1610, Spalding County, Georgia",32157,5199
1500000US132551610003,132551610003,"Block Group 3, Census Tract 1610, Spalding County, Georgia",50636,9423
1500000US132551611001,132551611001,"Block Group 1, Census Tract 1611, Spalding County, Georgia",56726,17680
1500000US132551611002,132551611002,"Block Group 2, Census Tract 1611, Spalding County, Georgia",52629,3970
1500000US132551612001,132551612001,"Block Group 1, Census Tract 1612, Spalding County, Georgia",71000,8506
1500000US132551612002,132551612002,"Block Group 2, Census Tract 1612, Spalding County, Georgia",10957,4944
1500000US132551612003,132551612003,"Block Group 3, Census Tract 1612, Spalding County, Georgia",23958,12361
1500000US132551612004,132551612004,"Block Group 4, Census Tract 1612, Spalding County, Georgia",55673,10434
1500000US132579701001,132579701001,"Block Group 1, Census Tract 9701, Stephens County, Georgia",66250,25639
1500000US132579701002,132579701002,"Block Group 2, Census Tract 9701, Stephens County, Georgia",34318,22547
1500000US132579701003,132579701003,"Block Group 3, Census Tract 9701, Stephens County, Georgia",34936,15643
1500000US132579701004,132579701004,"Block Group 4, Census Tract 9701, Stephens County, Georgia",25561,2995
1500000US132579701005,132579701005,"Block Group 5, Census Tract 9701, Stephens County, Georgia",63708,17350
1500000US132579702001,132579702001,"Block Group 1, Census Tract 9702, Stephens County, Georgia",41959,8947
1500000US132579702002,132579702002,"Block Group 2, Census Tract 9702, Stephens County, Georgia",44638,10110
1500000US132579702003,132579702003,"Block Group 3, Census Tract 9702, Stephens County, Georgia",66958,21791
1500000US132579703011,132579703011,"Block Group 1, Census Tract 9703.01, Stephens County, Georgia",23649,5072
1500000US132579703012,132579703012,"Block Group 2, Census Tract 9703.01, Stephens County, Georgia",31512,14695
1500000US132579703013,132579703013,"Block Group 3, Census Tract 9703.01, Stephens County, Georgia",12550,5585
1500000US132579703021,132579703021,"Block Group 1, Census Tract 9703.02, Stephens County, Georgia",28333,17814
1500000US132579703022,132579703022,"Block Group 2, Census Tract 9703.02, Stephens County, Georgia",34356,6053
1500000US132579704001,132579704001,"Block Group 1, Census Tract 9704, Stephens County, Georgia",28281,6942
1500000US132579704002,132579704002,"Block Group 2, Census Tract 9704, Stephens County, Georgia",48803,14707
1500000US132579704003,132579704003,"Block Group 3, Census Tract 9704, Stephens County, Georgia",43023,13512
1500000US132579704004,132579704004,"Block Group 4, Census Tract 9704, Stephens County, Georgia",51801,11237
1500000US132599501001,132599501001,"Block Group 1, Census Tract 9501, Stewart County, Georgia",17163,2604
1500000US132599501002,132599501002,"Block Group 2, Census Tract 9501, Stewart County, Georgia",19972,11971
1500000US132599504001,132599504001,"Block Group 1, Census Tract 9504, Stewart County, Georgia",22125,17502
1500000US132599504002,132599504002,"Block Group 2, Census Tract 9504, Stewart County, Georgia",37431,14196
1500000US132599504003,132599504003,"Block Group 3, Census Tract 9504, Stewart County, Georgia",20795,9462
1500000US132619501001,132619501001,"Block Group 1, Census Tract 9501, Sumter County, Georgia",44125,17409
1500000US132619502003,132619502003,"Block Group 3, Census Tract 9502, Sumter County, Georgia",46528,22291
1500000US132619503001,132619503001,"Block Group 1, Census Tract 9503, Sumter County, Georgia",30921,19985
1500000US132619503002,132619503002,"Block Group 2, Census Tract 9503, Sumter County, Georgia",47212,9688
1500000US132619503003,132619503003,"Block Group 3, Census Tract 9503, Sumter County, Georgia",35893,24769
1500000US132619503004,132619503004,"Block Group 4, Census Tract 9503, Sumter County, Georgia",13839,6409
1500000US132619503005,132619503005,"Block Group 5, Census Tract 9503, Sumter County, Georgia",24402,9270
1500000US132619504001,132619504001,"Block Group 1, Census Tract 9504, Sumter County, Georgia",42969,19462
1500000US132619504002,132619504002,"Block Group 2, Census Tract 9504, Sumter County, Georgia",30781,8604
1500000US132619504003,132619504003,"Block Group 3, Census Tract 9504, Sumter County, Georgia",32833,9656
1500000US132619505001,132619505001,"Block Group 1, Census Tract 9505, Sumter County, Georgia",53681,24249
1500000US132619505002,132619505002,"Block Group 2, Census Tract 9505, Sumter County, Georgia",38456,25884
1500000US132619505003,132619505003,"Block Group 3, Census Tract 9505, Sumter County, Georgia",32723,6627
1500000US132619506001,132619506001,"Block Group 1, Census Tract 9506, Sumter County, Georgia",19138,5662
1500000US132619506002,132619506002,"Block Group 2, Census Tract 9506, Sumter County, Georgia",30000,15198
1500000US132619506003,132619506003,"Block Group 3, Census Tract 9506, Sumter County, Georgia",37174,8892
1500000US132619507001,132619507001,"Block Group 1, Census Tract 9507, Sumter County, Georgia",37552,14443
1500000US132619507002,132619507002,"Block Group 2, Census Tract 9507, Sumter County, Georgia",43173,22073
1500000US132619507003,132619507003,"Block Group 3, Census Tract 9507, Sumter County, Georgia",16167,3661
1500000US132619507004,132619507004,"Block Group 4, Census Tract 9507, Sumter County, Georgia",41700,33149
1500000US132619508001,132619508001,"Block Group 1, Census Tract 9508, Sumter County, Georgia",49479,16830
1500000US132619508002,132619508002,"Block Group 2, Census Tract 9508, Sumter County, Georgia",36165,1270
1500000US132619508003,132619508003,"Block Group 3, Census Tract 9508, Sumter County, Georgia",44922,19069
1500000US132639601001,132639601001,"Block Group 1, Census Tract 9601, Talbot County, Georgia",33415,4634
1500000US132639601002,132639601002,"Block Group 2, Census Tract 9601, Talbot County, Georgia",40475,4270
1500000US132639602001,132639602001,"Block Group 1, Census Tract 9602, Talbot County, Georgia",21429,8906
1500000US132639602002,132639602002,"Block Group 2, Census Tract 9602, Talbot County, Georgia",33304,5014
1500000US132639603001,132639603001,"Block Group 1, Census Tract 9603, Talbot County, Georgia",15455,4464
1500000US132639603002,132639603002,"Block Group 2, Census Tract 9603, Talbot County, Georgia",40870,5818
1500000US132650102001,132650102001,"Block Group 1, Census Tract 102, Taliaferro County, Georgia",29853,4769
1500000US132650102002,132650102002,"Block Group 2, Census Tract 102, Taliaferro County, Georgia",25086,2363
1500000US132650102003,132650102003,"Block Group 3, Census Tract 102, Taliaferro County, Georgia",25521,5575
1500000US132679501002,132679501002,"Block Group 2, Census Tract 9501, Tattnall County, Georgia",43674,9196
1500000US132679501003,132679501003,"Block Group 3, Census Tract 9501, Tattnall County, Georgia",21033,11719
1500000US132679501004,132679501004,"Block Group 4, Census Tract 9501, Tattnall County, Georgia",34531,16081
1500000US132679502011,132679502011,"Block Group 1, Census Tract 9502.01, Tattnall County, Georgia",39481,5972
1500000US132679502012,132679502012,"Block Group 2, Census Tract 9502.01, Tattnall County, Georgia",17354,13005
1500000US132679502022,132679502022,"Block Group 2, Census Tract 9502.02, Tattnall County, Georgia",26240,2699
1500000US132679503001,132679503001,"Block Group 1, Census Tract 9503, Tattnall County, Georgia",33654,11565
1500000US132679503002,132679503002,"Block Group 2, Census Tract 9503, Tattnall County, Georgia",42118,17658
1500000US132679503003,132679503003,"Block Group 3, Census Tract 9503, Tattnall County, Georgia",73510,19941
1500000US132679503004,132679503004,"Block Group 4, Census Tract 9503, Tattnall County, Georgia",27650,27416
1500000US132679504001,132679504001,"Block Group 1, Census Tract 9504, Tattnall County, Georgia",46132,11973
1500000US132679504002,132679504002,"Block Group 2, Census Tract 9504, Tattnall County, Georgia",68929,7495
1500000US132679504003,132679504003,"Block Group 3, Census Tract 9504, Tattnall County, Georgia",43173,20601
1500000US132679504004,132679504004,"Block Group 4, Census Tract 9504, Tattnall County, Georgia",43558,17080
1500000US132699501001,132699501001,"Block Group 1, Census Tract 9501, Taylor County, Georgia",42036,6724
1500000US132699502001,132699502001,"Block Group 1, Census Tract 9502, Taylor County, Georgia",21667,4778
1500000US132699502002,132699502002,"Block Group 2, Census Tract 9502, Taylor County, Georgia",34297,8460
1500000US132699503001,132699503001,"Block Group 1, Census Tract 9503, Taylor County, Georgia",22355,7266
1500000US132699503002,132699503002,"Block Group 2, Census Tract 9503, Taylor County, Georgia",17772,5727
1500000US132699503003,132699503003,"Block Group 3, Census Tract 9503, Taylor County, Georgia",41250,13764
1500000US132699503004,132699503004,"Block Group 4, Census Tract 9503, Taylor County, Georgia",25368,16996
1500000US132719501001,132719501001,"Block Group 1, Census Tract 9501, Telfair County, Georgia",24554,2293
1500000US132719501002,132719501002,"Block Group 2, Census Tract 9501, Telfair County, Georgia",15590,7784
1500000US132719501003,132719501003,"Block Group 3, Census Tract 9501, Telfair County, Georgia",43015,9978
1500000US132719501004,132719501004,"Block Group 4, Census Tract 9501, Telfair County, Georgia",39091,15938
1500000US132719501005,132719501005,"Block Group 5, Census Tract 9501, Telfair County, Georgia",23192,6932
1500000US132719502001,132719502001,"Block Group 1, Census Tract 9502, Telfair County, Georgia",24800,3277
1500000US132719502002,132719502002,"Block Group 2, Census Tract 9502, Telfair County, Georgia",40991,14152
1500000US132719505001,132719505001,"Block Group 1, Census Tract 9505, Telfair County, Georgia",30260,9119
1500000US132719505002,132719505002,"Block Group 2, Census Tract 9505, Telfair County, Georgia",18589,5432
1500000US132719505003,132719505003,"Block Group 3, Census Tract 9505, Telfair County, Georgia",26053,8970
1500000US132731202001,132731202001,"Block Group 1, Census Tract 1202, Terrell County, Georgia",39000,18686
1500000US132731202002,132731202002,"Block Group 2, Census Tract 1202, Terrell County, Georgia",37604,9051
1500000US132731203002,132731203002,"Block Group 2, Census Tract 1203, Terrell County, Georgia",16935,13311
1500000US132731203003,132731203003,"Block Group 3, Census Tract 1203, Terrell County, Georgia",24441,5761
1500000US132731203004,132731203004,"Block Group 4, Census Tract 1203, Terrell County, Georgia",23816,8161
1500000US132731204001,132731204001,"Block Group 1, Census Tract 1204, Terrell County, Georgia",43182,10954
1500000US132731204002,132731204002,"Block Group 2, Census Tract 1204, Terrell County, Georgia",28558,23290
1500000US132731204003,132731204003,"Block Group 3, Census Tract 1204, Terrell County, Georgia",14886,11264
1500000US132731205001,132731205001,"Block Group 1, Census Tract 1205, Terrell County, Georgia",41994,7208
1500000US132759601001,132759601001,"Block Group 1, Census Tract 9601, Thomas County, Georgia",20208,10132
1500000US132759601002,132759601002,"Block Group 2, Census Tract 9601, Thomas County, Georgia",16790,1429
1500000US132759602001,132759602001,"Block Group 1, Census Tract 9602, Thomas County, Georgia",45000,9868
1500000US132759602002,132759602002,"Block Group 2, Census Tract 9602, Thomas County, Georgia",24866,7084
1500000US132759603001,132759603001,"Block Group 1, Census Tract 9603, Thomas County, Georgia",31458,10869
1500000US132759603002,132759603002,"Block Group 2, Census Tract 9603, Thomas County, Georgia",51875,10162
1500000US132759604001,132759604001,"Block Group 1, Census Tract 9604, Thomas County, Georgia",37188,9608
1500000US132759604002,132759604002,"Block Group 2, Census Tract 9604, Thomas County, Georgia",29395,6980
1500000US132759605001,132759605001,"Block Group 1, Census Tract 9605, Thomas County, Georgia",50239,7177
1500000US132759605002,132759605002,"Block Group 2, Census Tract 9605, Thomas County, Georgia",50385,15239
1500000US132759605003,132759605003,"Block Group 3, Census Tract 9605, Thomas County, Georgia",24787,5701
1500000US132759606001,132759606001,"Block Group 1, Census Tract 9606, Thomas County, Georgia",56020,8931
1500000US132759606002,132759606002,"Block Group 2, Census Tract 9606, Thomas County, Georgia",54623,18235
1500000US132759606003,132759606003,"Block Group 3, Census Tract 9606, Thomas County, Georgia",35030,25518
1500000US132759606004,132759606004,"Block Group 4, Census Tract 9606, Thomas County, Georgia",37388,6700
1500000US132759606005,132759606005,"Block Group 5, Census Tract 9606, Thomas County, Georgia",39000,22594
1500000US132759607001,132759607001,"Block Group 1, Census Tract 9607, Thomas County, Georgia",62868,34031
1500000US132759607002,132759607002,"Block Group 2, Census Tract 9607, Thomas County, Georgia",23056,13107
1500000US132759607003,132759607003,"Block Group 3, Census Tract 9607, Thomas County, Georgia",17067,16194
1500000US132759607004,132759607004,"Block Group 4, Census Tract 9607, Thomas County, Georgia",21197,4220
1500000US132759607005,132759607005,"Block Group 5, Census Tract 9607, Thomas County, Georgia",9779,4967
1500000US132759607006,132759607006,"Block Group 6, Census Tract 9607, Thomas County, Georgia",23190,17138
1500000US132759608001,132759608001,"Block Group 1, Census Tract 9608, Thomas County, Georgia",50990,11684
1500000US132759608002,132759608002,"Block Group 2, Census Tract 9608, Thomas County, Georgia",16658,2224
1500000US132759608004,132759608004,"Block Group 4, Census Tract 9608, Thomas County, Georgia",21071,18182
1500000US132759608005,132759608005,"Block Group 5, Census Tract 9608, Thomas County, Georgia",63333,41724
1500000US132759609001,132759609001,"Block Group 1, Census Tract 9609, Thomas County, Georgia",30781,12947
1500000US132759609002,132759609002,"Block Group 2, Census Tract 9609, Thomas County, Georgia",52361,19293
1500000US132759609003,132759609003,"Block Group 3, Census Tract 9609, Thomas County, Georgia",51806,28087
1500000US132759610001,132759610001,"Block Group 1, Census Tract 9610, Thomas County, Georgia",59083,6562
1500000US132759610002,132759610002,"Block Group 2, Census Tract 9610, Thomas County, Georgia",35596,7260
1500000US132759610003,132759610003,"Block Group 3, Census Tract 9610, Thomas County, Georgia",45893,9357
1500000US132759611001,132759611001,"Block Group 1, Census Tract 9611, Thomas County, Georgia",32917,12517
1500000US132759611002,132759611002,"Block Group 2, Census Tract 9611, Thomas County, Georgia",42917,14722
1500000US132759611003,132759611003,"Block Group 3, Census Tract 9611, Thomas County, Georgia",39500,11821
1500000US132779601001,132779601001,"Block Group 1, Census Tract 9601, Tift County, Georgia",63140,13993
1500000US132779601002,132779601002,"Block Group 2, Census Tract 9601, Tift County, Georgia",71250,12775
1500000US132779602001,132779602001,"Block Group 1, Census Tract 9602, Tift County, Georgia",74861,16296
1500000US132779602002,132779602002,"Block Group 2, Census Tract 9602, Tift County, Georgia",39828,11095
1500000US132779603001,132779603001,"Block Group 1, Census Tract 9603, Tift County, Georgia",56964,14732
1500000US132779603002,132779603002,"Block Group 2, Census Tract 9603, Tift County, Georgia",45234,22862
1500000US132779603003,132779603003,"Block Group 3, Census Tract 9603, Tift County, Georgia",45170,5747
1500000US132779603005,132779603005,"Block Group 5, Census Tract 9603, Tift County, Georgia",63229,54828
1500000US132779603006,132779603006,"Block Group 6, Census Tract 9603, Tift County, Georgia",21597,13660
1500000US132779604001,132779604001,"Block Group 1, Census Tract 9604, Tift County, Georgia",39409,18381
1500000US132779604002,132779604002,"Block Group 2, Census Tract 9604, Tift County, Georgia",24966,21394
1500000US132779604003,132779604003,"Block Group 3, Census Tract 9604, Tift County, Georgia",31726,14367
1500000US132779604004,132779604004,"Block Group 4, Census Tract 9604, Tift County, Georgia",76563,24588
1500000US132779604005,132779604005,"Block Group 5, Census Tract 9604, Tift County, Georgia",20438,15139
1500000US132779604006,132779604006,"Block Group 6, Census Tract 9604, Tift County, Georgia",61756,11595
1500000US132779605001,132779605001,"Block Group 1, Census Tract 9605, Tift County, Georgia",62083,18458
1500000US132779605002,132779605002,"Block Group 2, Census Tract 9605, Tift County, Georgia",31736,13614
1500000US132779606001,132779606001,"Block Group 1, Census Tract 9606, Tift County, Georgia",14722,5650
1500000US132779606002,132779606002,"Block Group 2, Census Tract 9606, Tift County, Georgia",20000,10583
1500000US132779606003,132779606003,"Block Group 3, Census Tract 9606, Tift County, Georgia",25938,17052
1500000US132779606004,132779606004,"Block Group 4, Census Tract 9606, Tift County, Georgia",15960,2790
1500000US132779607001,132779607001,"Block Group 1, Census Tract 9607, Tift County, Georgia",33293,16049
1500000US132779607002,132779607002,"Block Group 2, Census Tract 9607, Tift County, Georgia",40089,7217
1500000US132779607003,132779607003,"Block Group 3, Census Tract 9607, Tift County, Georgia",13750,7042
1500000US132779607004,132779607004,"Block Group 4, Census Tract 9607, Tift County, Georgia","2,500-",***
1500000US132779608001,132779608001,"Block Group 1, Census Tract 9608, Tift County, Georgia",37206,19771
1500000US132779608002,132779608002,"Block Group 2, Census Tract 9608, Tift County, Georgia",16467,6998
1500000US132779609001,132779609001,"Block Group 1, Census Tract 9609, Tift County, Georgia",44495,4555
1500000US132779609002,132779609002,"Block Group 2, Census Tract 9609, Tift County, Georgia",40455,14520
1500000US132779609003,132779609003,"Block Group 3, Census Tract 9609, Tift County, Georgia",34695,13810
1500000US132799701001,132799701001,"Block Group 1, Census Tract 9701, Toombs County, Georgia",32168,21988
1500000US132799701002,132799701002,"Block Group 2, Census Tract 9701, Toombs County, Georgia",25238,7344
1500000US132799701003,132799701003,"Block Group 3, Census Tract 9701, Toombs County, Georgia",19250,14792
1500000US132799701004,132799701004,"Block Group 4, Census Tract 9701, Toombs County, Georgia",40417,15958
1500000US132799702001,132799702001,"Block Group 1, Census Tract 9702, Toombs County, Georgia",24167,6933
1500000US132799702002,132799702002,"Block Group 2, Census Tract 9702, Toombs County, Georgia",26753,6174
1500000US132799702003,132799702003,"Block Group 3, Census Tract 9702, Toombs County, Georgia",75801,27705
1500000US132799702004,132799702004,"Block Group 4, Census Tract 9702, Toombs County, Georgia",19211,16175
1500000US132799702005,132799702005,"Block Group 5, Census Tract 9702, Toombs County, Georgia",12820,10101
1500000US132799703001,132799703001,"Block Group 1, Census Tract 9703, Toombs County, Georgia",54226,28876
1500000US132799703002,132799703002,"Block Group 2, Census Tract 9703, Toombs County, Georgia",36221,8802
1500000US132799703003,132799703003,"Block Group 3, Census Tract 9703, Toombs County, Georgia",41750,25705
1500000US132799703005,132799703005,"Block Group 5, Census Tract 9703, Toombs County, Georgia",71861,9547
1500000US132799704001,132799704001,"Block Group 1, Census Tract 9704, Toombs County, Georgia",13672,7336
1500000US132799704002,132799704002,"Block Group 2, Census Tract 9704, Toombs County, Georgia",43102,42668
1500000US132799704003,132799704003,"Block Group 3, Census Tract 9704, Toombs County, Georgia",50515,20285
1500000US132799704004,132799704004,"Block Group 4, Census Tract 9704, Toombs County, Georgia",29107,17356
1500000US132799705001,132799705001,"Block Group 1, Census Tract 9705, Toombs County, Georgia",17308,7622
1500000US132799705002,132799705002,"Block Group 2, Census Tract 9705, Toombs County, Georgia",27378,7280
1500000US132799705003,132799705003,"Block Group 3, Census Tract 9705, Toombs County, Georgia",57292,16034
1500000US132799706001,132799706001,"Block Group 1, Census Tract 9706, Toombs County, Georgia",49688,14165
1500000US132799706002,132799706002,"Block Group 2, Census Tract 9706, Toombs County, Georgia",30658,4899
1500000US132799706003,132799706003,"Block Group 3, Census Tract 9706, Toombs County, Georgia",46875,26198
1500000US132819601001,132819601001,"Block Group 1, Census Tract 9601, Towns County, Georgia",46184,16427
1500000US132819601002,132819601002,"Block Group 2, Census Tract 9601, Towns County, Georgia",37090,4462
1500000US132819601003,132819601003,"Block Group 3, Census Tract 9601, Towns County, Georgia",31708,8953
1500000US132819602001,132819602001,"Block Group 1, Census Tract 9602, Towns County, Georgia",41016,12112
1500000US132819602002,132819602002,"Block Group 2, Census Tract 9602, Towns County, Georgia",40200,8352
1500000US132819603001,132819603001,"Block Group 1, Census Tract 9603, Towns County, Georgia",38456,14419
1500000US132819603002,132819603002,"Block Group 2, Census Tract 9603, Towns County, Georgia",37981,6658
1500000US132819603003,132819603003,"Block Group 3, Census Tract 9603, Towns County, Georgia",31641,7483
1500000US132839601001,132839601001,"Block Group 1, Census Tract 9601, Treutlen County, Georgia",50341,14198
1500000US132839601002,132839601002,"Block Group 2, Census Tract 9601, Treutlen County, Georgia",31417,6327
1500000US132839602001,132839602001,"Block Group 1, Census Tract 9602, Treutlen County, Georgia",43942,40381
1500000US132839602002,132839602002,"Block Group 2, Census Tract 9602, Treutlen County, Georgia",16842,9311
1500000US132839602003,132839602003,"Block Group 3, Census Tract 9602, Treutlen County, Georgia",45757,15055
1500000US132839602004,132839602004,"Block Group 4, Census Tract 9602, Treutlen County, Georgia",24688,10396
1500000US132839602005,132839602005,"Block Group 5, Census Tract 9602, Treutlen County, Georgia",40288,11485
1500000US132859601001,132859601001,"Block Group 1, Census Tract 9601, Troup County, Georgia",43750,16626
1500000US132859601002,132859601002,"Block Group 2, Census Tract 9601, Troup County, Georgia",35101,8884
1500000US132859601003,132859601003,"Block Group 3, Census Tract 9601, Troup County, Georgia",27202,6583
1500000US132859601004,132859601004,"Block Group 4, Census Tract 9601, Troup County, Georgia",43716,23337
1500000US132859602011,132859602011,"Block Group 1, Census Tract 9602.01, Troup County, Georgia",69401,6739
1500000US132859602021,132859602021,"Block Group 1, Census Tract 9602.02, Troup County, Georgia",56875,8623
1500000US132859603001,132859603001,"Block Group 1, Census Tract 9603, Troup County, Georgia",38561,4811
1500000US132859603002,132859603002,"Block Group 2, Census Tract 9603, Troup County, Georgia",59063,10222
1500000US132859603003,132859603003,"Block Group 3, Census Tract 9603, Troup County, Georgia",72344,17885
1500000US132859604001,132859604001,"Block Group 1, Census Tract 9604, Troup County, Georgia",46859,18656
1500000US132859604002,132859604002,"Block Group 2, Census Tract 9604, Troup County, Georgia",19650,16988
1500000US132859604003,132859604003,"Block Group 3, Census Tract 9604, Troup County, Georgia",41442,19391
1500000US132859605011,132859605011,"Block Group 1, Census Tract 9605.01, Troup County, Georgia",52864,18259
1500000US132859605012,132859605012,"Block Group 2, Census Tract 9605.01, Troup County, Georgia",30673,29019
1500000US132859605013,132859605013,"Block Group 3, Census Tract 9605.01, Troup County, Georgia",38250,18611
1500000US132859605014,132859605014,"Block Group 4, Census Tract 9605.01, Troup County, Georgia",18939,9459
1500000US132859605021,132859605021,"Block Group 1, Census Tract 9605.02, Troup County, Georgia",35347,5248
1500000US132859605022,132859605022,"Block Group 2, Census Tract 9605.02, Troup County, Georgia",51540,8950
1500000US132859606001,132859606001,"Block Group 1, Census Tract 9606, Troup County, Georgia",78553,16942
1500000US132859606002,132859606002,"Block Group 2, Census Tract 9606, Troup County, Georgia",29974,6004
1500000US132859606003,132859606003,"Block Group 3, Census Tract 9606, Troup County, Georgia",11637,6840
1500000US132859606004,132859606004,"Block Group 4, Census Tract 9606, Troup County, Georgia",22500,8487
1500000US132859607001,132859607001,"Block Group 1, Census Tract 9607, Troup County, Georgia",42457,18506
1500000US132859607002,132859607002,"Block Group 2, Census Tract 9607, Troup County, Georgia",55667,14458
1500000US132859607003,132859607003,"Block Group 3, Census Tract 9607, Troup County, Georgia",44597,14693
1500000US132859608001,132859608001,"Block Group 1, Census Tract 9608, Troup County, Georgia",23208,5383
1500000US132859608002,132859608002,"Block Group 2, Census Tract 9608, Troup County, Georgia",17336,16576
1500000US132859608003,132859608003,"Block Group 3, Census Tract 9608, Troup County, Georgia",16402,4247
1500000US132859609011,132859609011,"Block Group 1, Census Tract 9609.01, Troup County, Georgia",20398,9079
1500000US132859609012,132859609012,"Block Group 2, Census Tract 9609.01, Troup County, Georgia",30458,8702
1500000US132859609013,132859609013,"Block Group 3, Census Tract 9609.01, Troup County, Georgia",24155,2814
1500000US132859609021,132859609021,"Block Group 1, Census Tract 9609.02, Troup County, Georgia",58431,15533
1500000US132859609022,132859609022,"Block Group 2, Census Tract 9609.02, Troup County, Georgia",68090,6752
1500000US132859609023,132859609023,"Block Group 3, Census Tract 9609.02, Troup County, Georgia",50208,11638
1500000US132859610001,132859610001,"Block Group 1, Census Tract 9610, Troup County, Georgia",37177,17854
1500000US132859610002,132859610002,"Block Group 2, Census Tract 9610, Troup County, Georgia",40726,16880
1500000US132859610003,132859610003,"Block Group 3, Census Tract 9610, Troup County, Georgia",30035,26937
1500000US132859610004,132859610004,"Block Group 4, Census Tract 9610, Troup County, Georgia",31049,21716
