Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
1500000US132450105123,132450105123,"Block Group 3, Census Tract 105.12, Richmond County, Georgia",1568,435,1468,438,100,109
1500000US132450105131,132450105131,"Block Group 1, Census Tract 105.13, Richmond County, Georgia",1999,378,1984,372,15,26
1500000US132450105132,132450105132,"Block Group 2, Census Tract 105.13, Richmond County, Georgia",1097,441,1038,451,59,74
1500000US132450106001,132450106001,"Block Group 1, Census Tract 106, Richmond County, Georgia",859,272,823,274,36,34
1500000US132450106002,132450106002,"Block Group 2, Census Tract 106, Richmond County, Georgia",841,286,788,251,53,64
1500000US132450106003,132450106003,"Block Group 3, Census Tract 106, Richmond County, Georgia",1813,343,1796,341,17,21
1500000US132450106004,132450106004,"Block Group 4, Census Tract 106, Richmond County, Georgia",848,314,848,314,0,13
1500000US132450107061,132450107061,"Block Group 1, Census Tract 107.06, Richmond County, Georgia",1828,369,1816,370,12,20
1500000US132450107062,132450107062,"Block Group 2, Census Tract 107.06, Richmond County, Georgia",2105,658,1855,670,250,166
1500000US132450107063,132450107063,"Block Group 3, Census Tract 107.06, Richmond County, Georgia",1305,349,1296,351,9,17
1500000US132450107071,132450107071,"Block Group 1, Census Tract 107.07, Richmond County, Georgia",2436,461,2339,396,97,149
1500000US132450107072,132450107072,"Block Group 2, Census Tract 107.07, Richmond County, Georgia",470,168,470,168,0,13
1500000US132450107081,132450107081,"Block Group 1, Census Tract 107.08, Richmond County, Georgia",2038,574,1675,559,363,279
1500000US132450107082,132450107082,"Block Group 2, Census Tract 107.08, Richmond County, Georgia",1492,447,1443,445,49,61
1500000US132450107083,132450107083,"Block Group 3, Census Tract 107.08, Richmond County, Georgia",2155,671,1982,678,173,111
1500000US132450107091,132450107091,"Block Group 1, Census Tract 107.09, Richmond County, Georgia",3390,707,3311,708,79,80
1500000US132450107092,132450107092,"Block Group 2, Census Tract 107.09, Richmond County, Georgia",2693,527,2608,527,85,70
1500000US132450107101,132450107101,"Block Group 1, Census Tract 107.10, Richmond County, Georgia",1623,425,1571,418,52,73
1500000US132450107102,132450107102,"Block Group 2, Census Tract 107.10, Richmond County, Georgia",1321,486,1289,489,32,59
1500000US132450107103,132450107103,"Block Group 3, Census Tract 107.10, Richmond County, Georgia",3101,825,3049,809,52,64
1500000US132450107111,132450107111,"Block Group 1, Census Tract 107.11, Richmond County, Georgia",1253,376,1152,336,101,111
1500000US132450107112,132450107112,"Block Group 2, Census Tract 107.11, Richmond County, Georgia",1660,441,1600,447,60,68
1500000US132450107121,132450107121,"Block Group 1, Census Tract 107.12, Richmond County, Georgia",2286,618,2216,584,70,122
1500000US132450107122,132450107122,"Block Group 2, Census Tract 107.12, Richmond County, Georgia",3407,649,3330,656,77,81
1500000US132450107123,132450107123,"Block Group 3, Census Tract 107.12, Richmond County, Georgia",3036,676,2924,673,112,101
1500000US132450108001,132450108001,"Block Group 1, Census Tract 108, Richmond County, Georgia",1075,234,904,209,171,75
1500000US132450108002,132450108002,"Block Group 2, Census Tract 108, Richmond County, Georgia",3123,377,2554,392,569,258
1500000US132450108003,132450108003,"Block Group 3, Census Tract 108, Richmond County, Georgia",2563,399,2151,340,412,114
1500000US132450108004,132450108004,"Block Group 4, Census Tract 108, Richmond County, Georgia",1311,351,1089,320,222,136
1500000US132450109031,132450109031,"Block Group 1, Census Tract 109.03, Richmond County, Georgia",2244,425,2124,404,120,89
1500000US132450109032,132450109032,"Block Group 2, Census Tract 109.03, Richmond County, Georgia",2972,353,2774,350,198,134
1500000US132450109041,132450109041,"Block Group 1, Census Tract 109.04, Richmond County, Georgia",884,254,884,254,0,13
1500000US132450109042,132450109042,"Block Group 2, Census Tract 109.04, Richmond County, Georgia",2542,404,2517,402,25,36
1500000US132450109051,132450109051,"Block Group 1, Census Tract 109.05, Richmond County, Georgia",1172,313,1172,313,0,13
1500000US132450109052,132450109052,"Block Group 2, Census Tract 109.05, Richmond County, Georgia",2102,541,2073,537,29,30
1500000US132450109053,132450109053,"Block Group 3, Census Tract 109.05, Richmond County, Georgia",1845,647,1828,647,17,26
1500000US132450109061,132450109061,"Block Group 1, Census Tract 109.06, Richmond County, Georgia",863,307,863,307,0,13
1500000US132450109062,132450109062,"Block Group 2, Census Tract 109.06, Richmond County, Georgia",3056,758,2315,696,741,413
1500000US132450109063,132450109063,"Block Group 3, Census Tract 109.06, Richmond County, Georgia",3274,553,3242,559,32,43
1500000US132450110001,132450110001,"Block Group 1, Census Tract 110, Richmond County, Georgia",528,147,485,130,43,39
1500000US132450110002,132450110002,"Block Group 2, Census Tract 110, Richmond County, Georgia",906,169,868,165,38,29
1500000US132470601011,132470601011,"Block Group 1, Census Tract 601.01, Rockdale County, Georgia",833,224,822,225,11,19
1500000US132470601012,132470601012,"Block Group 2, Census Tract 601.01, Rockdale County, Georgia",1016,397,955,395,61,80
1500000US132470601013,132470601013,"Block Group 3, Census Tract 601.01, Rockdale County, Georgia",1424,321,1227,316,197,193
1500000US132470601021,132470601021,"Block Group 1, Census Tract 601.02, Rockdale County, Georgia",1122,361,1122,361,0,13
1500000US132470601022,132470601022,"Block Group 2, Census Tract 601.02, Rockdale County, Georgia",852,320,852,320,0,13
1500000US132470601023,132470601023,"Block Group 3, Census Tract 601.02, Rockdale County, Georgia",3281,598,3058,587,223,181
1500000US132470602011,132470602011,"Block Group 1, Census Tract 602.01, Rockdale County, Georgia",2819,501,348,193,2471,481
1500000US132470602012,132470602012,"Block Group 2, Census Tract 602.01, Rockdale County, Georgia",1646,380,1646,380,0,13
1500000US132470602013,132470602013,"Block Group 3, Census Tract 602.01, Rockdale County, Georgia",635,180,635,180,0,13
1500000US132470602021,132470602021,"Block Group 1, Census Tract 602.02, Rockdale County, Georgia",2471,610,2395,602,76,95
1500000US132470602022,132470602022,"Block Group 2, Census Tract 602.02, Rockdale County, Georgia",2444,607,2263,655,181,158
1500000US132470602023,132470602023,"Block Group 3, Census Tract 602.02, Rockdale County, Georgia",1916,465,1905,467,11,18
1500000US132470602024,132470602024,"Block Group 4, Census Tract 602.02, Rockdale County, Georgia",3016,538,2952,537,64,62
1500000US132470603041,132470603041,"Block Group 1, Census Tract 603.04, Rockdale County, Georgia",638,351,541,317,97,154
1500000US132470603042,132470603042,"Block Group 2, Census Tract 603.04, Rockdale County, Georgia",1318,369,1295,367,23,27
1500000US132470603043,132470603043,"Block Group 3, Census Tract 603.04, Rockdale County, Georgia",1915,551,1780,544,135,120
1500000US132470603044,132470603044,"Block Group 4, Census Tract 603.04, Rockdale County, Georgia",1330,674,1247,654,83,96
1500000US132470603051,132470603051,"Block Group 1, Census Tract 603.05, Rockdale County, Georgia",1035,334,736,257,299,235
1500000US132470603052,132470603052,"Block Group 2, Census Tract 603.05, Rockdale County, Georgia",1941,478,1366,319,575,331
1500000US132470603053,132470603053,"Block Group 3, Census Tract 603.05, Rockdale County, Georgia",2358,448,2034,433,324,177
1500000US132470603061,132470603061,"Block Group 1, Census Tract 603.06, Rockdale County, Georgia",3097,373,3069,371,28,23
1500000US132470603071,132470603071,"Block Group 1, Census Tract 603.07, Rockdale County, Georgia",2477,710,2244,702,233,173
1500000US132470603072,132470603072,"Block Group 2, Census Tract 603.07, Rockdale County, Georgia",2329,487,2252,484,77,120
1500000US132470603073,132470603073,"Block Group 3, Census Tract 603.07, Rockdale County, Georgia",4276,816,4060,810,216,198
1500000US132470603074,132470603074,"Block Group 4, Census Tract 603.07, Rockdale County, Georgia",1301,382,1301,382,0,13
1500000US132470603081,132470603081,"Block Group 1, Census Tract 603.08, Rockdale County, Georgia",3842,851,3685,873,157,116
1500000US132470603082,132470603082,"Block Group 2, Census Tract 603.08, Rockdale County, Georgia",2006,485,1804,471,202,227
1500000US132470603083,132470603083,"Block Group 3, Census Tract 603.08, Rockdale County, Georgia",2666,678,1654,569,1012,597
1500000US132470603091,132470603091,"Block Group 1, Census Tract 603.09, Rockdale County, Georgia",1067,226,893,212,174,152
1500000US132470603092,132470603092,"Block Group 2, Census Tract 603.09, Rockdale County, Georgia",1827,461,1742,443,85,134
1500000US132470603093,132470603093,"Block Group 3, Census Tract 603.09, Rockdale County, Georgia",2403,521,2241,477,162,157
1500000US132470604031,132470604031,"Block Group 1, Census Tract 604.03, Rockdale County, Georgia",1911,343,1864,349,47,44
1500000US132470604032,132470604032,"Block Group 2, Census Tract 604.03, Rockdale County, Georgia",561,185,561,185,0,13
1500000US132470604033,132470604033,"Block Group 3, Census Tract 604.03, Rockdale County, Georgia",1030,231,951,240,79,92
1500000US132470604041,132470604041,"Block Group 1, Census Tract 604.04, Rockdale County, Georgia",2696,576,2455,643,241,210
1500000US132470604042,132470604042,"Block Group 2, Census Tract 604.04, Rockdale County, Georgia",1386,406,1277,404,109,110
1500000US132470604043,132470604043,"Block Group 3, Census Tract 604.04, Rockdale County, Georgia",1923,372,1923,372,0,13
1500000US132470604051,132470604051,"Block Group 1, Census Tract 604.05, Rockdale County, Georgia",2850,530,2785,525,65,68
1500000US132470604052,132470604052,"Block Group 2, Census Tract 604.05, Rockdale County, Georgia",2995,812,2781,784,214,226
1500000US132470604053,132470604053,"Block Group 3, Census Tract 604.05, Rockdale County, Georgia",1369,463,1369,463,0,13
1500000US132470604061,132470604061,"Block Group 1, Census Tract 604.06, Rockdale County, Georgia",1139,377,1058,369,81,81
1500000US132470604062,132470604062,"Block Group 2, Census Tract 604.06, Rockdale County, Georgia",2772,398,2384,323,388,248
1500000US132470604063,132470604063,"Block Group 3, Census Tract 604.06, Rockdale County, Georgia",1752,449,1740,452,12,19
1500000US132470604071,132470604071,"Block Group 1, Census Tract 604.07, Rockdale County, Georgia",1281,247,1203,257,78,73
1500000US132470604072,132470604072,"Block Group 2, Census Tract 604.07, Rockdale County, Georgia",1177,303,1081,301,96,82
1500000US132470604073,132470604073,"Block Group 3, Census Tract 604.07, Rockdale County, Georgia",758,212,728,202,30,48
1500000US132499601001,132499601001,"Block Group 1, Census Tract 9601, Schley County, Georgia",1280,201,1236,205,44,42
1500000US132499601002,132499601002,"Block Group 2, Census Tract 9601, Schley County, Georgia",1690,247,1554,264,136,148
1500000US132499602001,132499602001,"Block Group 1, Census Tract 9602, Schley County, Georgia",2104,160,2058,156,46,65
1500000US132519702001,132519702001,"Block Group 1, Census Tract 9702, Screven County, Georgia",1146,195,1142,195,4,6
1500000US132519702002,132519702002,"Block Group 2, Census Tract 9702, Screven County, Georgia",789,236,789,236,0,13
1500000US132519703001,132519703001,"Block Group 1, Census Tract 9703, Screven County, Georgia",964,217,913,205,51,65
1500000US132519703002,132519703002,"Block Group 2, Census Tract 9703, Screven County, Georgia",1124,366,1124,366,0,13
1500000US132519703003,132519703003,"Block Group 3, Census Tract 9703, Screven County, Georgia",847,270,845,269,2,5
1500000US132519703004,132519703004,"Block Group 4, Census Tract 9703, Screven County, Georgia",373,130,373,130,0,13
1500000US132519704001,132519704001,"Block Group 1, Census Tract 9704, Screven County, Georgia",993,238,980,238,13,23
1500000US132519704002,132519704002,"Block Group 2, Census Tract 9704, Screven County, Georgia",1556,396,1499,388,57,66
1500000US132519704003,132519704003,"Block Group 3, Census Tract 9704, Screven County, Georgia",888,238,888,238,0,13
1500000US132519704004,132519704004,"Block Group 4, Census Tract 9704, Screven County, Georgia",1103,224,1030,209,73,67
1500000US132519705001,132519705001,"Block Group 1, Census Tract 9705, Screven County, Georgia",1702,262,1699,262,3,6
1500000US132519705002,132519705002,"Block Group 2, Census Tract 9705, Screven County, Georgia",995,250,987,249,8,14
1500000US132519706001,132519706001,"Block Group 1, Census Tract 9706, Screven County, Georgia",1044,294,1042,294,2,2
1500000US132519706002,132519706002,"Block Group 2, Census Tract 9706, Screven County, Georgia",682,125,664,117,18,28
1500000US132532001001,132532001001,"Block Group 1, Census Tract 2001, Seminole County, Georgia",831,266,780,240,51,87
1500000US132532001002,132532001002,"Block Group 2, Census Tract 2001, Seminole County, Georgia",835,179,769,177,66,85
1500000US132532001003,132532001003,"Block Group 3, Census Tract 2001, Seminole County, Georgia",837,235,811,231,26,35
1500000US132532002001,132532002001,"Block Group 1, Census Tract 2002, Seminole County, Georgia",1871,313,1840,317,31,179
1500000US132532002002,132532002002,"Block Group 2, Census Tract 2002, Seminole County, Georgia",965,284,950,283,15,35
1500000US132532002003,132532002003,"Block Group 3, Census Tract 2002, Seminole County, Georgia",907,251,901,248,6,15
1500000US132532003001,132532003001,"Block Group 1, Census Tract 2003, Seminole County, Georgia",1023,241,966,230,57,87
1500000US132532003002,132532003002,"Block Group 2, Census Tract 2003, Seminole County, Georgia",390,157,390,157,0,13
1500000US132532003003,132532003003,"Block Group 3, Census Tract 2003, Seminole County, Georgia",1110,233,1110,233,0,13
1500000US132551601001,132551601001,"Block Group 1, Census Tract 1601, Spalding County, Georgia",3022,456,3021,456,1,3
1500000US132551601002,132551601002,"Block Group 2, Census Tract 1601, Spalding County, Georgia",956,332,848,281,108,143
1500000US132551601003,132551601003,"Block Group 3, Census Tract 1601, Spalding County, Georgia",1810,644,1269,413,541,555
1500000US132551602001,132551602001,"Block Group 1, Census Tract 1602, Spalding County, Georgia",1567,597,1457,556,110,136
1500000US132551602002,132551602002,"Block Group 2, Census Tract 1602, Spalding County, Georgia",1660,389,1660,389,0,13
1500000US132551602003,132551602003,"Block Group 3, Census Tract 1602, Spalding County, Georgia",3051,525,2899,498,152,168
1500000US132551603001,132551603001,"Block Group 1, Census Tract 1603, Spalding County, Georgia",1488,358,1325,306,163,196
1500000US132551603002,132551603002,"Block Group 2, Census Tract 1603, Spalding County, Georgia",1730,375,1730,375,0,13
1500000US132551604001,132551604001,"Block Group 1, Census Tract 1604, Spalding County, Georgia",1927,568,1927,568,0,13
1500000US132551604002,132551604002,"Block Group 2, Census Tract 1604, Spalding County, Georgia",1246,549,1225,547,21,35
1500000US132551604003,132551604003,"Block Group 3, Census Tract 1604, Spalding County, Georgia",914,443,914,443,0,13
1500000US132551604004,132551604004,"Block Group 4, Census Tract 1604, Spalding County, Georgia",327,312,119,109,208,303
1500000US132551604005,132551604005,"Block Group 5, Census Tract 1604, Spalding County, Georgia",1079,380,1079,380,0,13
1500000US132551605001,132551605001,"Block Group 1, Census Tract 1605, Spalding County, Georgia",3637,725,3579,729,58,73
1500000US132551605002,132551605002,"Block Group 2, Census Tract 1605, Spalding County, Georgia",2835,735,2651,702,184,201
1500000US132551606001,132551606001,"Block Group 1, Census Tract 1606, Spalding County, Georgia",1480,356,1439,349,41,50
1500000US132551606002,132551606002,"Block Group 2, Census Tract 1606, Spalding County, Georgia",2416,319,2388,315,28,42
1500000US132551607001,132551607001,"Block Group 1, Census Tract 1607, Spalding County, Georgia",2428,782,2428,782,0,13
1500000US132551607002,132551607002,"Block Group 2, Census Tract 1607, Spalding County, Georgia",1677,548,1639,538,38,60
1500000US132551607003,132551607003,"Block Group 3, Census Tract 1607, Spalding County, Georgia",3306,705,3177,696,129,135
1500000US132551608001,132551608001,"Block Group 1, Census Tract 1608, Spalding County, Georgia",1559,517,1459,448,100,137
1500000US132551608002,132551608002,"Block Group 2, Census Tract 1608, Spalding County, Georgia",1385,538,1065,444,320,297
1500000US132551608003,132551608003,"Block Group 3, Census Tract 1608, Spalding County, Georgia",1929,537,1884,525,45,78
1500000US132551609001,132551609001,"Block Group 1, Census Tract 1609, Spalding County, Georgia",725,185,725,185,0,13
1500000US132551609002,132551609002,"Block Group 2, Census Tract 1609, Spalding County, Georgia",1230,235,1230,235,0,13
1500000US132551609003,132551609003,"Block Group 3, Census Tract 1609, Spalding County, Georgia",746,228,672,215,74,96
1500000US132551610001,132551610001,"Block Group 1, Census Tract 1610, Spalding County, Georgia",1002,364,1002,364,0,13
1500000US132551610002,132551610002,"Block Group 2, Census Tract 1610, Spalding County, Georgia",1323,298,1292,303,31,35
1500000US132551610003,132551610003,"Block Group 3, Census Tract 1610, Spalding County, Georgia",2831,464,2774,452,57,97
1500000US132551611001,132551611001,"Block Group 1, Census Tract 1611, Spalding County, Georgia",1173,238,1063,218,110,94
1500000US132551611002,132551611002,"Block Group 2, Census Tract 1611, Spalding County, Georgia",2756,389,2684,392,72,89
1500000US132551612001,132551612001,"Block Group 1, Census Tract 1612, Spalding County, Georgia",2568,450,2451,430,117,183
1500000US132551612002,132551612002,"Block Group 2, Census Tract 1612, Spalding County, Georgia",617,354,617,354,0,13
1500000US132551612003,132551612003,"Block Group 3, Census Tract 1612, Spalding County, Georgia",1170,466,1170,466,0,13
1500000US132551612004,132551612004,"Block Group 4, Census Tract 1612, Spalding County, Georgia",4303,619,4303,619,0,13
1500000US132579701001,132579701001,"Block Group 1, Census Tract 9701, Stephens County, Georgia",1336,399,1336,399,0,13
1500000US132579701002,132579701002,"Block Group 2, Census Tract 9701, Stephens County, Georgia",1547,346,1480,323,67,82
1500000US132579701003,132579701003,"Block Group 3, Census Tract 9701, Stephens County, Georgia",930,480,906,490,24,27
1500000US132579701004,132579701004,"Block Group 4, Census Tract 9701, Stephens County, Georgia",1364,416,1364,416,0,13
1500000US132579701005,132579701005,"Block Group 5, Census Tract 9701, Stephens County, Georgia",1564,377,1491,384,73,91
1500000US132579702001,132579702001,"Block Group 1, Census Tract 9702, Stephens County, Georgia",2406,590,2287,563,119,156
1500000US132579702002,132579702002,"Block Group 2, Census Tract 9702, Stephens County, Georgia",1945,466,1945,466,0,13
1500000US132579702003,132579702003,"Block Group 3, Census Tract 9702, Stephens County, Georgia",1794,536,1736,517,58,103
1500000US132579703011,132579703011,"Block Group 1, Census Tract 9703.01, Stephens County, Georgia",348,166,348,166,0,13
1500000US132579703012,132579703012,"Block Group 2, Census Tract 9703.01, Stephens County, Georgia",1015,320,788,251,227,271
1500000US132579703013,132579703013,"Block Group 3, Census Tract 9703.01, Stephens County, Georgia",555,228,555,228,0,13
1500000US132579703014,132579703014,"Block Group 4, Census Tract 9703.01, Stephens County, Georgia",1093,326,1001,301,92,127
1500000US132579703021,132579703021,"Block Group 1, Census Tract 9703.02, Stephens County, Georgia",1212,386,1167,377,45,80
1500000US132579703022,132579703022,"Block Group 2, Census Tract 9703.02, Stephens County, Georgia",1517,453,1517,453,0,13
1500000US132579704001,132579704001,"Block Group 1, Census Tract 9704, Stephens County, Georgia",1879,405,1840,406,39,57
1500000US132579704002,132579704002,"Block Group 2, Census Tract 9704, Stephens County, Georgia",1505,434,1505,434,0,13
1500000US132579704003,132579704003,"Block Group 3, Census Tract 9704, Stephens County, Georgia",1962,458,1962,458,0,13
1500000US132579704004,132579704004,"Block Group 4, Census Tract 9704, Stephens County, Georgia",1648,462,1648,462,0,13
1500000US132599501001,132599501001,"Block Group 1, Census Tract 9501, Stewart County, Georgia",1310,239,1294,239,16,14
1500000US132599501002,132599501002,"Block Group 2, Census Tract 9501, Stewart County, Georgia",791,169,791,169,0,13
1500000US132599504001,132599504001,"Block Group 1, Census Tract 9504, Stewart County, Georgia",597,212,591,212,6,9
1500000US132599504002,132599504002,"Block Group 2, Census Tract 9504, Stewart County, Georgia",2446,259,1191,208,1255,186
1500000US132599504003,132599504003,"Block Group 3, Census Tract 9504, Stewart County, Georgia",724,178,724,178,0,13
1500000US132619501001,132619501001,"Block Group 1, Census Tract 9501, Sumter County, Georgia",1245,184,1219,185,26,34
1500000US132619502001,132619502001,"Block Group 1, Census Tract 9502, Sumter County, Georgia",1678,507,1528,512,150,170
1500000US132619502002,132619502002,"Block Group 2, Census Tract 9502, Sumter County, Georgia",1015,549,1007,549,8,15
1500000US132619502003,132619502003,"Block Group 3, Census Tract 9502, Sumter County, Georgia",1343,449,1343,449,0,13
1500000US132619502004,132619502004,"Block Group 4, Census Tract 9502, Sumter County, Georgia",1059,344,1059,344,0,13
1500000US132619503001,132619503001,"Block Group 1, Census Tract 9503, Sumter County, Georgia",1801,506,1787,505,14,23
1500000US132619503002,132619503002,"Block Group 2, Census Tract 9503, Sumter County, Georgia",1269,310,1246,302,23,37
1500000US132619503003,132619503003,"Block Group 3, Census Tract 9503, Sumter County, Georgia",533,286,533,286,0,13
1500000US132619503004,132619503004,"Block Group 4, Census Tract 9503, Sumter County, Georgia",1100,484,1100,484,0,13
1500000US132619503005,132619503005,"Block Group 5, Census Tract 9503, Sumter County, Georgia",2520,555,2500,554,20,22
1500000US132619504001,132619504001,"Block Group 1, Census Tract 9504, Sumter County, Georgia",853,233,843,232,10,16
1500000US132619504002,132619504002,"Block Group 2, Census Tract 9504, Sumter County, Georgia",968,222,895,198,73,86
1500000US132619504003,132619504003,"Block Group 3, Census Tract 9504, Sumter County, Georgia",899,257,899,257,0,13
1500000US132619505001,132619505001,"Block Group 1, Census Tract 9505, Sumter County, Georgia",979,237,970,237,9,13
1500000US132619505002,132619505002,"Block Group 2, Census Tract 9505, Sumter County, Georgia",1092,282,986,214,106,140
1500000US132619505003,132619505003,"Block Group 3, Census Tract 9505, Sumter County, Georgia",1357,392,1194,369,163,131
1500000US132619506001,132619506001,"Block Group 1, Census Tract 9506, Sumter County, Georgia",514,171,514,171,0,13
1500000US132619506002,132619506002,"Block Group 2, Census Tract 9506, Sumter County, Georgia",796,202,784,201,12,14
1500000US132619506003,132619506003,"Block Group 3, Census Tract 9506, Sumter County, Georgia",832,247,743,238,89,81
1500000US132619507001,132619507001,"Block Group 1, Census Tract 9507, Sumter County, Georgia",1770,524,1649,491,121,173
1500000US132619507002,132619507002,"Block Group 2, Census Tract 9507, Sumter County, Georgia",1783,515,1471,481,312,199
1500000US132619507003,132619507003,"Block Group 3, Census Tract 9507, Sumter County, Georgia",1498,353,1186,312,312,239
1500000US132619507004,132619507004,"Block Group 4, Census Tract 9507, Sumter County, Georgia",1698,319,1680,317,18,17
1500000US132619508001,132619508001,"Block Group 1, Census Tract 9508, Sumter County, Georgia",927,318,853,285,74,66
1500000US132619508002,132619508002,"Block Group 2, Census Tract 9508, Sumter County, Georgia",931,178,859,182,72,69
1500000US132619508003,132619508003,"Block Group 3, Census Tract 9508, Sumter County, Georgia",969,333,930,334,39,34
1500000US132639601001,132639601001,"Block Group 1, Census Tract 9601, Talbot County, Georgia",774,248,774,248,0,13
1500000US132639601002,132639601002,"Block Group 2, Census Tract 9601, Talbot County, Georgia",1665,242,1665,242,0,13
1500000US132639602001,132639602001,"Block Group 1, Census Tract 9602, Talbot County, Georgia",961,172,954,172,7,16
1500000US132639602002,132639602002,"Block Group 2, Census Tract 9602, Talbot County, Georgia",1429,210,1360,199,69,56
1500000US132639603001,132639603001,"Block Group 1, Census Tract 9603, Talbot County, Georgia",514,113,514,113,0,13
1500000US132639603002,132639603002,"Block Group 2, Census Tract 9603, Talbot County, Georgia",1147,163,1097,165,50,54
1500000US132650102001,132650102001,"Block Group 1, Census Tract 102, Taliaferro County, Georgia",672,108,670,108,2,3
1500000US132650102002,132650102002,"Block Group 2, Census Tract 102, Taliaferro County, Georgia",616,136,584,124,32,40
1500000US132650102003,132650102003,"Block Group 3, Census Tract 102, Taliaferro County, Georgia",433,105,429,101,4,7
1500000US132679501001,132679501001,"Block Group 1, Census Tract 9501, Tattnall County, Georgia",1012,279,843,221,169,176
1500000US132679501002,132679501002,"Block Group 2, Census Tract 9501, Tattnall County, Georgia",549,166,549,166,0,13
1500000US132679501003,132679501003,"Block Group 3, Census Tract 9501, Tattnall County, Georgia",988,324,967,318,21,31
1500000US132679501004,132679501004,"Block Group 4, Census Tract 9501, Tattnall County, Georgia",908,286,860,285,48,53
1500000US132679502011,132679502011,"Block Group 1, Census Tract 9502.01, Tattnall County, Georgia",1814,349,1779,345,35,47
1500000US132679502012,132679502012,"Block Group 2, Census Tract 9502.01, Tattnall County, Georgia",2741,193,2595,248,146,131
1500000US132679502021,132679502021,"Block Group 1, Census Tract 9502.02, Tattnall County, Georgia",4273,277,4024,281,249,68
1500000US132679502022,132679502022,"Block Group 2, Census Tract 9502.02, Tattnall County, Georgia",3220,360,1684,343,1536,245
1500000US132679503001,132679503001,"Block Group 1, Census Tract 9503, Tattnall County, Georgia",3108,382,2851,313,257,183
1500000US132679503002,132679503002,"Block Group 2, Census Tract 9503, Tattnall County, Georgia",1122,315,1016,295,106,152
1500000US132679503003,132679503003,"Block Group 3, Census Tract 9503, Tattnall County, Georgia",1272,285,1193,285,79,82
1500000US132679503004,132679503004,"Block Group 4, Census Tract 9503, Tattnall County, Georgia",408,156,408,156,0,13
1500000US132679504001,132679504001,"Block Group 1, Census Tract 9504, Tattnall County, Georgia",816,266,816,266,0,13
1500000US132679504002,132679504002,"Block Group 2, Census Tract 9504, Tattnall County, Georgia",716,261,716,261,0,13
1500000US132679504003,132679504003,"Block Group 3, Census Tract 9504, Tattnall County, Georgia",386,154,386,154,0,13
1500000US132679504004,132679504004,"Block Group 4, Census Tract 9504, Tattnall County, Georgia",1969,383,1910,376,59,69
1500000US132699501001,132699501001,"Block Group 1, Census Tract 9501, Taylor County, Georgia",1556,168,1556,168,0,13
1500000US132699502001,132699502001,"Block Group 1, Census Tract 9502, Taylor County, Georgia",1080,249,1078,248,2,7
1500000US132699502002,132699502002,"Block Group 2, Census Tract 9502, Taylor County, Georgia",1268,213,1148,212,120,69
1500000US132699503001,132699503001,"Block Group 1, Census Tract 9503, Taylor County, Georgia",1588,284,1588,284,0,13
1500000US132699503002,132699503002,"Block Group 2, Census Tract 9503, Taylor County, Georgia",1058,357,1058,357,0,13
1500000US132699503003,132699503003,"Block Group 3, Census Tract 9503, Taylor County, Georgia",918,205,849,198,69,68
1500000US132699503004,132699503004,"Block Group 4, Census Tract 9503, Taylor County, Georgia",933,240,933,240,0,13
1500000US132719501001,132719501001,"Block Group 1, Census Tract 9501, Telfair County, Georgia",2163,445,2163,445,0,13
1500000US132719501002,132719501002,"Block Group 2, Census Tract 9501, Telfair County, Georgia",2908,476,2700,424,208,152
1500000US132719501003,132719501003,"Block Group 3, Census Tract 9501, Telfair County, Georgia",1428,329,1428,329,0,13
1500000US132719501004,132719501004,"Block Group 4, Census Tract 9501, Telfair County, Georgia",1101,365,997,352,104,96
1500000US132719501005,132719501005,"Block Group 5, Census Tract 9501, Telfair County, Georgia",3905,446,2152,415,1753,192
1500000US132719502001,132719502001,"Block Group 1, Census Tract 9502, Telfair County, Georgia",743,207,743,207,0,13
1500000US132719502002,132719502002,"Block Group 2, Census Tract 9502, Telfair County, Georgia",1041,224,974,197,67,107
1500000US132719505001,132719505001,"Block Group 1, Census Tract 9505, Telfair County, Georgia",1098,270,1098,270,0,13
1500000US132719505002,132719505002,"Block Group 2, Census Tract 9505, Telfair County, Georgia",926,234,787,206,139,183
1500000US132719505003,132719505003,"Block Group 3, Census Tract 9505, Telfair County, Georgia",1103,284,1103,284,0,13
1500000US132731202001,132731202001,"Block Group 1, Census Tract 1202, Terrell County, Georgia",679,147,676,147,3,6
1500000US132731202002,132731202002,"Block Group 2, Census Tract 1202, Terrell County, Georgia",911,167,901,160,10,23
1500000US132731203001,132731203001,"Block Group 1, Census Tract 1203, Terrell County, Georgia",673,172,673,172,0,13
1500000US132731203002,132731203002,"Block Group 2, Census Tract 1203, Terrell County, Georgia",1132,281,1132,281,0,13
1500000US132731203003,132731203003,"Block Group 3, Census Tract 1203, Terrell County, Georgia",703,293,703,293,0,13
1500000US132731203004,132731203004,"Block Group 4, Census Tract 1203, Terrell County, Georgia",464,203,464,203,0,13
1500000US132731204001,132731204001,"Block Group 1, Census Tract 1204, Terrell County, Georgia",1367,278,1362,278,5,9
1500000US132731204002,132731204002,"Block Group 2, Census Tract 1204, Terrell County, Georgia",687,180,687,180,0,13
1500000US132731204003,132731204003,"Block Group 3, Census Tract 1204, Terrell County, Georgia",960,275,960,275,0,13
