Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US131150016001,131150016001,"Block Group 1, Census Tract 16, Floyd County, Georgia",1217,266,497,201,647,238,0,13,0,13,0,13,58,93,15,28,0,13,15,28
1500000US131150016002,131150016002,"Block Group 2, Census Tract 16, Floyd County, Georgia",936,287,167,63,459,243,0,13,0,13,0,13,310,203,0,13,0,13,0,13
1500000US131150016003,131150016003,"Block Group 3, Census Tract 16, Floyd County, Georgia",1314,291,589,280,725,250,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131150017011,131150017011,"Block Group 1, Census Tract 17.01, Floyd County, Georgia",2586,625,2434,607,75,80,0,13,0,13,0,13,0,13,77,72,0,13,77,72
1500000US131150017012,131150017012,"Block Group 2, Census Tract 17.01, Floyd County, Georgia",2457,420,2438,414,0,13,0,13,0,13,0,13,0,13,19,29,0,13,19,29
1500000US131150017013,131150017013,"Block Group 3, Census Tract 17.01, Floyd County, Georgia",1341,355,1264,355,2,4,0,13,0,13,0,13,4,6,71,70,0,13,71,70
1500000US131150017021,131150017021,"Block Group 1, Census Tract 17.02, Floyd County, Georgia",1663,469,1437,410,226,201,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131150017022,131150017022,"Block Group 2, Census Tract 17.02, Floyd County, Georgia",2440,584,1965,416,420,443,0,13,0,13,0,13,10,19,45,67,0,13,45,67
1500000US131150017023,131150017023,"Block Group 3, Census Tract 17.02, Floyd County, Georgia",1361,389,980,309,93,65,0,13,216,254,19,31,0,13,53,81,0,13,53,81
1500000US131150017024,131150017024,"Block Group 4, Census Tract 17.02, Floyd County, Georgia",1023,416,819,404,160,183,0,13,0,13,0,13,0,13,44,53,0,13,44,53
1500000US131150018001,131150018001,"Block Group 1, Census Tract 18, Floyd County, Georgia",1708,402,1566,356,113,152,0,13,0,13,0,13,0,13,29,45,29,45,0,13
1500000US131150018002,131150018002,"Block Group 2, Census Tract 18, Floyd County, Georgia",685,263,633,253,52,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131150018003,131150018003,"Block Group 3, Census Tract 18, Floyd County, Georgia",2115,426,1833,405,41,38,0,13,22,36,0,13,99,160,120,95,0,13,120,95
1500000US131150020001,131150020001,"Block Group 1, Census Tract 20, Floyd County, Georgia",1764,259,1647,251,96,63,0,13,0,13,0,13,9,12,12,20,0,13,12,20
1500000US131150020002,131150020002,"Block Group 2, Census Tract 20, Floyd County, Georgia",1357,222,1262,215,77,61,0,13,0,13,0,13,0,13,18,28,0,13,18,28
1500000US131150020003,131150020003,"Block Group 3, Census Tract 20, Floyd County, Georgia",1003,224,1003,224,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131150021001,131150021001,"Block Group 1, Census Tract 21, Floyd County, Georgia",1633,323,267,203,1322,323,14,23,16,26,0,13,0,13,14,22,0,13,14,22
1500000US131150021002,131150021002,"Block Group 2, Census Tract 21, Floyd County, Georgia",1665,453,1337,334,314,213,0,13,0,13,0,13,5,8,9,11,0,13,9,11
1500000US131150021003,131150021003,"Block Group 3, Census Tract 21, Floyd County, Georgia",1255,381,634,244,256,130,0,13,0,13,0,13,330,280,35,55,35,55,0,13
1500000US131171301011,131171301011,"Block Group 1, Census Tract 1301.01, Forsyth County, Georgia",2704,361,2337,367,0,13,0,13,197,134,0,13,0,13,170,168,77,116,93,117
1500000US131171301012,131171301012,"Block Group 2, Census Tract 1301.01, Forsyth County, Georgia",1393,430,1305,398,0,13,0,13,88,125,0,13,0,13,0,13,0,13,0,13
1500000US131171301021,131171301021,"Block Group 1, Census Tract 1301.02, Forsyth County, Georgia",2728,270,2663,326,65,93,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171301031,131171301031,"Block Group 1, Census Tract 1301.03, Forsyth County, Georgia",1439,440,1400,437,7,11,0,13,0,13,0,13,0,13,32,34,0,13,32,34
1500000US131171301032,131171301032,"Block Group 2, Census Tract 1301.03, Forsyth County, Georgia",1218,342,1191,333,0,13,0,13,0,13,0,13,0,13,27,41,0,13,27,41
1500000US131171301033,131171301033,"Block Group 3, Census Tract 1301.03, Forsyth County, Georgia",918,279,907,277,0,13,0,13,0,13,0,13,0,13,11,17,0,13,11,17
1500000US131171301041,131171301041,"Block Group 1, Census Tract 1301.04, Forsyth County, Georgia",1543,315,1543,315,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171301042,131171301042,"Block Group 2, Census Tract 1301.04, Forsyth County, Georgia",1512,339,1512,339,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171301043,131171301043,"Block Group 3, Census Tract 1301.04, Forsyth County, Georgia",915,261,880,229,0,13,0,13,0,13,0,13,35,50,0,13,0,13,0,13
1500000US131171301051,131171301051,"Block Group 1, Census Tract 1301.05, Forsyth County, Georgia",2571,374,2445,353,0,13,13,23,0,13,0,13,113,131,0,13,0,13,0,13
1500000US131171302011,131171302011,"Block Group 1, Census Tract 1302.01, Forsyth County, Georgia",1602,371,1553,365,6,12,0,13,43,68,0,13,0,13,0,13,0,13,0,13
1500000US131171302012,131171302012,"Block Group 2, Census Tract 1302.01, Forsyth County, Georgia",1642,445,1586,448,0,13,0,13,56,71,0,13,0,13,0,13,0,13,0,13
1500000US131171302013,131171302013,"Block Group 3, Census Tract 1302.01, Forsyth County, Georgia",1565,384,1565,384,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171302021,131171302021,"Block Group 1, Census Tract 1302.02, Forsyth County, Georgia",1380,304,1327,310,0,13,0,13,23,25,0,13,14,22,16,26,16,26,0,13
1500000US131171302022,131171302022,"Block Group 2, Census Tract 1302.02, Forsyth County, Georgia",673,211,655,208,11,20,0,13,0,13,0,13,0,13,7,14,0,13,7,14
1500000US131171302023,131171302023,"Block Group 3, Census Tract 1302.02, Forsyth County, Georgia",1794,476,1723,455,18,26,0,13,14,23,0,13,18,31,21,60,0,13,21,60
1500000US131171302031,131171302031,"Block Group 1, Census Tract 1302.03, Forsyth County, Georgia",2835,660,2419,486,0,13,14,22,0,13,0,13,365,507,37,36,0,13,37,36
1500000US131171302032,131171302032,"Block Group 2, Census Tract 1302.03, Forsyth County, Georgia",2657,429,2483,422,16,26,62,91,12,20,20,33,32,50,32,41,23,36,9,16
1500000US131171302041,131171302041,"Block Group 1, Census Tract 1302.04, Forsyth County, Georgia",2293,516,2191,514,17,19,0,13,0,13,0,13,15,22,70,85,0,13,70,85
1500000US131171302042,131171302042,"Block Group 2, Census Tract 1302.04, Forsyth County, Georgia",1988,437,1763,426,7,11,0,13,136,164,0,13,49,60,33,45,0,13,33,45
1500000US131171302051,131171302051,"Block Group 1, Census Tract 1302.05, Forsyth County, Georgia",1467,446,1253,417,203,241,0,13,11,19,0,13,0,13,0,13,0,13,0,13
1500000US131171302052,131171302052,"Block Group 2, Census Tract 1302.05, Forsyth County, Georgia",509,160,491,157,0,13,0,13,18,26,0,13,0,13,0,13,0,13,0,13
1500000US131171302053,131171302053,"Block Group 3, Census Tract 1302.05, Forsyth County, Georgia",556,291,362,108,0,13,0,13,21,30,7,11,161,262,5,8,0,13,5,8
1500000US131171303011,131171303011,"Block Group 1, Census Tract 1303.01, Forsyth County, Georgia",1993,405,1750,413,61,72,0,13,144,172,0,13,0,13,38,64,0,13,38,64
1500000US131171303012,131171303012,"Block Group 2, Census Tract 1303.01, Forsyth County, Georgia",3721,580,3631,588,0,13,26,37,51,87,0,13,0,13,13,20,0,13,13,20
1500000US131171303021,131171303021,"Block Group 1, Census Tract 1303.02, Forsyth County, Georgia",1101,356,1091,355,0,13,0,13,0,13,0,13,0,13,10,17,0,13,10,17
1500000US131171303022,131171303022,"Block Group 2, Census Tract 1303.02, Forsyth County, Georgia",2179,589,2170,587,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171303023,131171303023,"Block Group 3, Census Tract 1303.02, Forsyth County, Georgia",2270,459,2079,446,80,126,0,13,95,114,0,13,0,13,16,26,0,13,16,26
1500000US131171303031,131171303031,"Block Group 1, Census Tract 1303.03, Forsyth County, Georgia",2773,778,2406,750,100,129,0,13,94,142,0,13,173,285,0,13,0,13,0,13
1500000US131171303032,131171303032,"Block Group 2, Census Tract 1303.03, Forsyth County, Georgia",1413,328,1296,317,0,13,0,13,117,167,0,13,0,13,0,13,0,13,0,13
1500000US131171303041,131171303041,"Block Group 1, Census Tract 1303.04, Forsyth County, Georgia",1864,495,1800,505,0,13,0,13,52,80,0,13,12,18,0,13,0,13,0,13
1500000US131171303042,131171303042,"Block Group 2, Census Tract 1303.04, Forsyth County, Georgia",2657,411,2617,409,9,19,4,9,9,16,0,13,0,13,18,32,0,13,18,32
1500000US131171303051,131171303051,"Block Group 1, Census Tract 1303.05, Forsyth County, Georgia",905,281,828,282,0,13,0,13,52,80,0,13,25,48,0,13,0,13,0,13
1500000US131171303052,131171303052,"Block Group 2, Census Tract 1303.05, Forsyth County, Georgia",3095,567,2647,520,149,123,0,13,216,130,0,13,0,13,83,90,0,13,83,90
1500000US131171303053,131171303053,"Block Group 3, Census Tract 1303.05, Forsyth County, Georgia",1679,296,1561,259,13,20,0,13,105,114,0,13,0,13,0,13,0,13,0,13
1500000US131171303061,131171303061,"Block Group 1, Census Tract 1303.06, Forsyth County, Georgia",2798,509,2757,512,18,31,0,13,10,16,0,13,0,13,13,22,0,13,13,22
1500000US131171303062,131171303062,"Block Group 2, Census Tract 1303.06, Forsyth County, Georgia",1812,307,1112,224,87,107,0,13,603,223,0,13,0,13,10,16,0,13,10,16
1500000US131171303071,131171303071,"Block Group 1, Census Tract 1303.07, Forsyth County, Georgia",2509,449,1938,436,52,62,0,13,349,231,0,13,137,214,33,40,0,13,33,40
1500000US131171303072,131171303072,"Block Group 2, Census Tract 1303.07, Forsyth County, Georgia",1762,317,1373,322,25,27,0,13,67,71,0,13,0,13,297,234,0,13,297,234
1500000US131171304031,131171304031,"Block Group 1, Census Tract 1304.03, Forsyth County, Georgia",783,310,723,304,0,13,0,13,0,13,0,13,30,51,30,34,30,34,0,13
1500000US131171304032,131171304032,"Block Group 2, Census Tract 1304.03, Forsyth County, Georgia",1488,451,1478,454,0,13,0,13,0,13,0,13,0,13,10,16,0,13,10,16
1500000US131171304033,131171304033,"Block Group 3, Census Tract 1304.03, Forsyth County, Georgia",1136,391,982,362,46,78,25,40,74,73,0,13,0,13,9,15,0,13,9,15
1500000US131171304034,131171304034,"Block Group 4, Census Tract 1304.03, Forsyth County, Georgia",2302,549,1705,421,34,48,0,13,25,31,0,13,538,602,0,13,0,13,0,13
1500000US131171304041,131171304041,"Block Group 1, Census Tract 1304.04, Forsyth County, Georgia",2074,409,1858,380,80,91,9,16,127,96,0,13,0,13,0,13,0,13,0,13
1500000US131171304042,131171304042,"Block Group 2, Census Tract 1304.04, Forsyth County, Georgia",2565,350,2025,330,160,179,0,13,338,135,0,13,19,30,23,39,0,13,23,39
1500000US131171304051,131171304051,"Block Group 1, Census Tract 1304.05, Forsyth County, Georgia",2153,608,2117,610,17,26,0,13,0,13,0,13,19,30,0,13,0,13,0,13
1500000US131171304052,131171304052,"Block Group 2, Census Tract 1304.05, Forsyth County, Georgia",1854,447,1831,444,0,13,0,13,0,13,0,13,23,38,0,13,0,13,0,13
1500000US131171304061,131171304061,"Block Group 1, Census Tract 1304.06, Forsyth County, Georgia",2165,458,1490,368,297,310,0,13,94,75,0,13,104,155,180,200,48,72,132,137
1500000US131171304062,131171304062,"Block Group 2, Census Tract 1304.06, Forsyth County, Georgia",2105,411,1738,376,177,159,0,13,180,150,0,13,0,13,10,16,10,16,0,13
1500000US131171304063,131171304063,"Block Group 3, Census Tract 1304.06, Forsyth County, Georgia",1242,348,824,305,192,242,0,13,187,99,0,13,0,13,39,32,0,13,39,32
1500000US131171304081,131171304081,"Block Group 1, Census Tract 1304.08, Forsyth County, Georgia",2500,418,2315,447,115,89,0,13,37,41,0,13,33,55,0,13,0,13,0,13
1500000US131171304082,131171304082,"Block Group 2, Census Tract 1304.08, Forsyth County, Georgia",1303,359,1133,338,0,13,0,13,10,15,0,13,160,167,0,13,0,13,0,13
1500000US131171304091,131171304091,"Block Group 1, Census Tract 1304.09, Forsyth County, Georgia",654,253,497,215,3,2,0,13,0,13,0,13,120,171,34,54,0,13,34,54
1500000US131171304092,131171304092,"Block Group 2, Census Tract 1304.09, Forsyth County, Georgia",1810,318,1782,316,0,13,0,13,0,13,0,13,0,13,28,57,28,57,0,13
1500000US131171304101,131171304101,"Block Group 1, Census Tract 1304.10, Forsyth County, Georgia",741,190,610,169,17,29,0,13,69,59,0,13,0,13,45,62,0,13,45,62
1500000US131171304102,131171304102,"Block Group 2, Census Tract 1304.10, Forsyth County, Georgia",1830,350,1443,366,233,168,5,10,14,22,6,10,116,169,13,21,0,13,13,21
1500000US131171304103,131171304103,"Block Group 3, Census Tract 1304.10, Forsyth County, Georgia",1664,358,1230,307,98,85,0,13,173,122,0,13,0,13,163,137,0,13,163,137
1500000US131171305031,131171305031,"Block Group 1, Census Tract 1305.03, Forsyth County, Georgia",1604,228,1585,224,19,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171305032,131171305032,"Block Group 2, Census Tract 1305.03, Forsyth County, Georgia",1113,244,1029,228,6,9,0,13,7,12,0,13,13,21,58,62,7,12,51,54
1500000US131171305041,131171305041,"Block Group 1, Census Tract 1305.04, Forsyth County, Georgia",1985,406,1613,334,238,327,0,13,0,13,0,13,120,191,14,23,14,23,0,13
1500000US131171305042,131171305042,"Block Group 2, Census Tract 1305.04, Forsyth County, Georgia",1755,392,1737,394,0,13,0,13,18,29,0,13,0,13,0,13,0,13,0,13
1500000US131171305051,131171305051,"Block Group 1, Census Tract 1305.05, Forsyth County, Georgia",1169,296,1157,296,12,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171305052,131171305052,"Block Group 2, Census Tract 1305.05, Forsyth County, Georgia",1469,248,1427,261,0,13,0,13,23,38,0,13,19,34,0,13,0,13,0,13
1500000US131171305061,131171305061,"Block Group 1, Census Tract 1305.06, Forsyth County, Georgia",1092,298,1017,287,0,13,0,13,0,13,0,13,75,91,0,13,0,13,0,13
1500000US131171305062,131171305062,"Block Group 2, Census Tract 1305.06, Forsyth County, Georgia",2380,293,2226,275,0,13,0,13,56,64,0,13,0,13,98,90,0,13,98,90
1500000US131171305071,131171305071,"Block Group 1, Census Tract 1305.07, Forsyth County, Georgia",873,220,724,197,28,45,0,13,112,125,0,13,0,13,9,14,0,13,9,14
1500000US131171305072,131171305072,"Block Group 2, Census Tract 1305.07, Forsyth County, Georgia",1442,409,1401,413,0,13,0,13,21,34,0,13,0,13,20,19,0,13,20,19
1500000US131171305081,131171305081,"Block Group 1, Census Tract 1305.08, Forsyth County, Georgia",2543,347,2324,352,0,13,0,13,172,185,0,13,15,23,32,48,0,13,32,48
1500000US131171305082,131171305082,"Block Group 2, Census Tract 1305.08, Forsyth County, Georgia",2687,413,2392,386,123,180,0,13,141,146,0,13,17,23,14,22,0,13,14,22
1500000US131171305091,131171305091,"Block Group 1, Census Tract 1305.09, Forsyth County, Georgia",1944,351,1767,365,74,113,47,66,27,36,0,13,29,49,0,13,0,13,0,13
1500000US131171305092,131171305092,"Block Group 2, Census Tract 1305.09, Forsyth County, Georgia",1442,359,1382,358,0,13,60,76,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131171305101,131171305101,"Block Group 1, Census Tract 1305.10, Forsyth County, Georgia",2029,434,1739,413,54,86,0,13,207,143,0,13,5,10,24,35,0,13,24,35
1500000US131171305102,131171305102,"Block Group 2, Census Tract 1305.10, Forsyth County, Georgia",2332,465,1686,450,45,57,0,13,401,240,0,13,14,23,186,115,9,14,177,114
1500000US131171305103,131171305103,"Block Group 3, Census Tract 1305.10, Forsyth County, Georgia",2131,408,1844,406,20,34,0,13,61,60,0,13,137,187,69,77,0,13,69,77
1500000US131171306011,131171306011,"Block Group 1, Census Tract 1306.01, Forsyth County, Georgia",2605,606,1618,671,220,133,0,13,318,150,0,13,8,14,441,406,0,13,441,406
1500000US131171306012,131171306012,"Block Group 2, Census Tract 1306.01, Forsyth County, Georgia",762,346,598,324,0,13,0,13,133,105,0,13,0,13,31,50,0,13,31,50
1500000US131171306013,131171306013,"Block Group 3, Census Tract 1306.01, Forsyth County, Georgia",1379,377,1118,376,18,27,10,16,196,125,0,13,26,47,11,20,11,20,0,13
1500000US131171306021,131171306021,"Block Group 1, Census Tract 1306.02, Forsyth County, Georgia",2721,695,1895,695,448,165,0,13,329,139,0,13,21,37,28,37,0,13,28,37
1500000US131171306022,131171306022,"Block Group 2, Census Tract 1306.02, Forsyth County, Georgia",2761,465,2135,393,159,171,0,13,231,135,0,13,146,224,90,89,14,22,76,83
1500000US131171306031,131171306031,"Block Group 1, Census Tract 1306.03, Forsyth County, Georgia",2890,418,2010,383,108,118,0,13,636,294,0,13,136,162,0,13,0,13,0,13
1500000US131171306032,131171306032,"Block Group 2, Census Tract 1306.03, Forsyth County, Georgia",1312,414,1103,433,91,75,0,13,66,69,0,13,0,13,52,83,52,83,0,13
1500000US131171306033,131171306033,"Block Group 3, Census Tract 1306.03, Forsyth County, Georgia",842,292,698,287,8,11,0,13,125,86,0,13,0,13,11,17,0,13,11,17
1500000US131171306041,131171306041,"Block Group 1, Census Tract 1306.04, Forsyth County, Georgia",2572,464,1864,439,57,70,23,35,423,238,0,13,0,13,205,152,0,13,205,152
1500000US131171306042,131171306042,"Block Group 2, Census Tract 1306.04, Forsyth County, Georgia",981,256,907,262,8,16,0,13,29,28,0,13,0,13,37,38,0,13,37,38
1500000US131171306043,131171306043,"Block Group 3, Census Tract 1306.04, Forsyth County, Georgia",1584,354,966,297,0,13,0,13,576,236,0,13,17,27,25,38,0,13,25,38
1500000US131171306051,131171306051,"Block Group 1, Census Tract 1306.05, Forsyth County, Georgia",1326,336,1011,339,50,68,0,13,265,167,0,13,0,13,0,13,0,13,0,13
1500000US131171306052,131171306052,"Block Group 2, Census Tract 1306.05, Forsyth County, Georgia",2601,340,2321,360,0,13,0,13,256,162,0,13,0,13,24,40,0,13,24,40
1500000US131171306061,131171306061,"Block Group 1, Census Tract 1306.06, Forsyth County, Georgia",1790,298,1485,319,58,85,0,13,203,130,0,13,36,64,8,14,0,13,8,14
1500000US131171306062,131171306062,"Block Group 2, Census Tract 1306.06, Forsyth County, Georgia",2701,426,2336,455,86,67,0,13,200,126,0,13,79,69,0,13,0,13,0,13
1500000US131171306071,131171306071,"Block Group 1, Census Tract 1306.07, Forsyth County, Georgia",2210,321,1799,321,54,97,0,13,260,142,0,13,10,17,87,92,35,55,52,79
1500000US131171306072,131171306072,"Block Group 2, Census Tract 1306.07, Forsyth County, Georgia",662,154,653,154,0,13,0,13,0,13,0,13,0,13,9,15,0,13,9,15
1500000US131171306073,131171306073,"Block Group 3, Census Tract 1306.07, Forsyth County, Georgia",2694,418,1553,320,21,35,76,77,1019,278,0,13,0,13,25,22,0,13,25,22
1500000US131171306081,131171306081,"Block Group 1, Census Tract 1306.08, Forsyth County, Georgia",2885,649,1177,484,381,331,10,16,1226,338,0,13,0,13,91,117,0,13,91,117
1500000US131171306082,131171306082,"Block Group 2, Census Tract 1306.08, Forsyth County, Georgia",1881,384,915,258,0,13,0,13,949,366,0,13,0,13,17,20,0,13,17,20
1500000US131171306083,131171306083,"Block Group 3, Census Tract 1306.08, Forsyth County, Georgia",813,275,488,235,48,61,0,13,252,168,0,13,0,13,25,35,0,13,25,35
1500000US131171306091,131171306091,"Block Group 1, Census Tract 1306.09, Forsyth County, Georgia",2954,443,2333,442,97,104,24,38,484,171,0,13,0,13,16,28,0,13,16,28
1500000US131171306092,131171306092,"Block Group 2, Census Tract 1306.09, Forsyth County, Georgia",1170,276,619,239,17,28,0,13,534,197,0,13,0,13,0,13,0,13,0,13
1500000US131171306093,131171306093,"Block Group 3, Census Tract 1306.09, Forsyth County, Georgia",1274,402,804,332,175,199,0,13,262,131,0,13,0,13,33,51,0,13,33,51
1500000US131171306101,131171306101,"Block Group 1, Census Tract 1306.10, Forsyth County, Georgia",1417,252,1192,247,0,13,0,13,154,178,0,13,0,13,71,80,0,13,71,80
1500000US131171306102,131171306102,"Block Group 2, Census Tract 1306.10, Forsyth County, Georgia",1801,401,1252,347,155,206,0,13,371,165,0,13,11,17,12,20,0,13,12,20
1500000US131171306103,131171306103,"Block Group 3, Census Tract 1306.10, Forsyth County, Georgia",1167,253,1100,250,15,24,0,13,17,26,0,13,0,13,35,36,0,13,35,36
1500000US131171306111,131171306111,"Block Group 1, Census Tract 1306.11, Forsyth County, Georgia",1334,377,1241,369,0,13,0,13,31,36,0,13,0,13,62,69,0,13,62,69
1500000US131171306112,131171306112,"Block Group 2, Census Tract 1306.11, Forsyth County, Georgia",2667,421,2157,413,7,12,0,13,467,111,0,13,36,37,0,13,0,13,0,13
1500000US131171306121,131171306121,"Block Group 1, Census Tract 1306.12, Forsyth County, Georgia",2065,460,1384,436,164,171,10,15,465,218,0,13,0,13,42,61,0,13,42,61
1500000US131171306122,131171306122,"Block Group 2, Census Tract 1306.12, Forsyth County, Georgia",845,246,638,222,175,164,0,13,20,31,0,13,0,13,12,17,0,13,12,17
1500000US131171306123,131171306123,"Block Group 3, Census Tract 1306.12, Forsyth County, Georgia",3666,455,3374,435,0,13,55,75,237,135,0,13,0,13,0,13,0,13,0,13
1500000US131171306131,131171306131,"Block Group 1, Census Tract 1306.13, Forsyth County, Georgia",1442,282,990,154,40,47,0,13,146,111,0,13,62,91,204,159,0,13,204,159
1500000US131171306132,131171306132,"Block Group 2, Census Tract 1306.13, Forsyth County, Georgia",1670,306,1437,271,1,2,1,2,212,105,0,13,2,3,17,21,7,11,10,18
1500000US131198901011,131198901011,"Block Group 1, Census Tract 8901.01, Franklin County, Georgia",899,212,704,171,123,96,0,13,0,13,0,13,47,78,25,24,9,14,16,20
1500000US131198901012,131198901012,"Block Group 2, Census Tract 8901.01, Franklin County, Georgia",1141,239,715,192,400,157,0,13,0,13,0,13,14,23,12,19,0,13,12,19
1500000US131198901013,131198901013,"Block Group 3, Census Tract 8901.01, Franklin County, Georgia",1807,333,1329,310,188,173,0,13,0,13,0,13,290,161,0,13,0,13,0,13
1500000US131198901021,131198901021,"Block Group 1, Census Tract 8901.02, Franklin County, Georgia",1152,293,991,279,121,113,0,13,0,13,0,13,26,42,14,25,0,13,14,25
1500000US131198901022,131198901022,"Block Group 2, Census Tract 8901.02, Franklin County, Georgia",1172,439,1113,421,21,33,0,13,0,13,0,13,0,13,38,45,0,13,38,45
1500000US131198901023,131198901023,"Block Group 3, Census Tract 8901.02, Franklin County, Georgia",1795,399,1640,401,117,108,0,13,1,2,0,13,24,42,13,23,0,13,13,23
1500000US131198902001,131198902001,"Block Group 1, Census Tract 8902, Franklin County, Georgia",1758,497,1401,374,133,132,0,13,32,50,0,13,192,172,0,13,0,13,0,13
1500000US131198902002,131198902002,"Block Group 2, Census Tract 8902, Franklin County, Georgia",1567,502,1221,432,285,231,0,13,0,13,0,13,0,13,61,68,0,13,61,68
1500000US131198902003,131198902003,"Block Group 3, Census Tract 8902, Franklin County, Georgia",1336,330,1091,290,140,98,0,13,69,84,0,13,5,7,31,53,0,13,31,53
1500000US131198902004,131198902004,"Block Group 4, Census Tract 8902, Franklin County, Georgia",1060,392,1017,383,0,13,0,13,43,61,0,13,0,13,0,13,0,13,0,13
1500000US131198903001,131198903001,"Block Group 1, Census Tract 8903, Franklin County, Georgia",1706,400,1706,400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131198903002,131198903002,"Block Group 2, Census Tract 8903, Franklin County, Georgia",1473,302,1436,307,0,13,6,10,0,13,0,13,0,13,31,49,0,13,31,49
1500000US131198904001,131198904001,"Block Group 1, Census Tract 8904, Franklin County, Georgia",1035,216,834,217,188,148,2,3,0,13,0,13,3,6,8,12,0,13,8,12
1500000US131198904002,131198904002,"Block Group 2, Census Tract 8904, Franklin County, Georgia",1003,312,990,312,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131198904003,131198904003,"Block Group 3, Census Tract 8904, Franklin County, Georgia",595,187,526,179,63,65,0,13,0,13,0,13,0,13,6,9,0,13,6,9
1500000US131198904004,131198904004,"Block Group 4, Census Tract 8904, Franklin County, Georgia",2611,385,2181,385,332,102,0,13,17,21,0,13,57,62,24,24,15,19,9,18
1500000US131210001001,131210001001,"Block Group 1, Census Tract 1, Fulton County, Georgia",1068,237,1051,237,16,8,1,4,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210001002,131210001002,"Block Group 2, Census Tract 1, Fulton County, Georgia",637,172,627,172,0,13,0,13,0,13,0,13,0,13,10,15,0,13,10,15
1500000US131210001003,131210001003,"Block Group 3, Census Tract 1, Fulton County, Georgia",1795,248,1697,255,10,15,0,13,75,50,0,13,0,13,13,19,0,13,13,19
1500000US131210001004,131210001004,"Block Group 4, Census Tract 1, Fulton County, Georgia",1150,269,1086,262,23,25,0,13,17,25,0,13,0,13,24,36,24,36,0,13
1500000US131210002001,131210002001,"Block Group 1, Census Tract 2, Fulton County, Georgia",1475,303,1288,303,132,120,14,27,21,34,0,13,0,13,20,37,0,13,20,37
1500000US131210002002,131210002002,"Block Group 2, Census Tract 2, Fulton County, Georgia",1473,262,1371,276,45,71,0,13,42,38,0,13,0,13,15,24,15,24,0,13
1500000US131210002003,131210002003,"Block Group 3, Census Tract 2, Fulton County, Georgia",1129,230,960,229,94,54,0,13,75,79,0,13,0,13,0,13,0,13,0,13
1500000US131210002004,131210002004,"Block Group 4, Census Tract 2, Fulton County, Georgia",934,257,894,266,14,22,0,13,0,13,0,13,0,13,26,41,0,13,26,41
1500000US131210002005,131210002005,"Block Group 5, Census Tract 2, Fulton County, Georgia",1267,281,1232,279,15,24,0,13,0,13,0,13,0,13,20,32,0,13,20,32
1500000US131210004001,131210004001,"Block Group 1, Census Tract 4, Fulton County, Georgia",592,188,537,183,45,30,0,13,7,14,0,13,0,13,3,6,0,13,3,6
1500000US131210004002,131210004002,"Block Group 2, Census Tract 4, Fulton County, Georgia",1000,200,869,178,79,71,30,47,14,22,0,13,0,13,8,14,0,13,8,14
1500000US131210005001,131210005001,"Block Group 1, Census Tract 5, Fulton County, Georgia",3480,635,1859,519,838,364,0,13,731,254,17,29,27,37,8,17,0,13,8,17
1500000US131210005002,131210005002,"Block Group 2, Census Tract 5, Fulton County, Georgia",1060,358,1060,358,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US131210005003,131210005003,"Block Group 3, Census Tract 5, Fulton County, Georgia",931,342,847,362,53,69,2,4,0,13,0,13,0,13,29,47,0,13,29,47
1500000US131210006001,131210006001,"Block Group 1, Census Tract 6, Fulton County, Georgia",5906,689,2593,499,1645,491,0,18,1246,453,26,38,7,15,389,261,0,18,389,261
